subdistrict_code,subdistrict_name,district_code
01421,Shahpur,231
01422,Arrah,231
01423,Barhara,231
01424,Koilwar,231
01425,Sandesh,231
01426,Udwant Nagar,231
01427,Behea,231
01428,Jagdishpur,231
01429,Piro,231
01430,Charpokhari,231
01431,Garhani,231
01432,Agiaon,231
01433,Tarari,231
01434,Sahar,231
01435,Simri,232
01436,Chakki,232
01437,Barhampur,232
01438,Chaugain,232
01439,Kesath,232
01440,Dumraon,232
01441,Buxar,232
01442,Chausa,232
01443,Rajpur,232
01444,Itarhi,232
01445,Nawanagar,232
01446,Ramgarh,233
01447,Nuaon,233
01448,Kudra,233
01449,Mohania,233
01450,Durgawati,233
01451,Chand,233
01452,Chainpur,233
01453,Bhabua,233
01454,Rampur,233
01455,Bhagwanpur,233
01456,Adhaura,233
01457,Kochas,234
01458,Dinara,234
01459,Dawath,234
01460,Suryapura,234
01461,Bikramganj,234
01462,Karakat,234
01463,Nasriganj,234
01464,Rajpur,234
01465,Sanjhauli,234
01466,Nokha,234
01467,Kargahar,234
01468,Chenari,234
01469,Nauhatta,234
01470,Sheosagar,234
01471,Sasaram,234
01472,Akorhi Gola,234
01473,Dehri,234
01474,Tilouthu,234
01475,Rohtas,234
01476,Daudnagar,235
01477,Haspura,235
01478,Goh,235
01479,Rafiganj,235
01480,Obra,235
01481,Aurangabad,235
01482,Barun,235
01483,Nabinagar,235
01484,Kutumba,235
01485,Deo,235
01486,Madanpur,235
01487,Konch,236
01488,Tikari,236
01489,Belaganj,236
01490,Khizirsarai,236
01491,Neem Chak Bathani,236
01492,Muhra,236
01493,Atri,236
01494,Manpur,236
01495,Gaya Town C.D.Block,236
01496,Paraiya,236
01497,Guraru,236
01498,Gurua,236
01499,Amas,236
01500,Banke Bazar,236
01501,Imamganj,236
01502,Dumaria,236
01503,Sherghati,236
01504,Dobhi,236
01505,Bodh Gaya,236
01506,Tan Kuppa,236
01507,Wazirganj,236
01508,Fatehpur,236
01509,Mohanpur,236
01510,Barachatti,236
01511,Nardiganj,237
01512,Nawada,237
01513,Warisaliganj,237
01514,Kashi Chak,237
01515,Pakribarawan,237
01516,Kawakol,237
01517,Roh,237
01518,Gobindpur,237
01519,Akbarpur,237
01520,Hisua,237
01521,Narhat,237
01522,Meskaur,237
01523,Sirdala,237
01524,Rajauli,237
01525,Islamnagar Aliganj,238
01526,Sikandra,238
01527,Jamui,238
01528,Barhat,238
01529,Lakshmipur,238
01530,Jhajha,238
01531,Gidhaur,238
01532,Khaira,238
01533,Sono,238
01534,Chakai,238
01535,Ratni Faridpur,239
01536,Jehanabad,239
01537,Kako,239
01538,Modanganj,239
01539,Ghoshi,239
01540,Makhdumpur,239
01541,Hulasganj,239
01542,Arwal,240
01543,Kaler,240
01544,Karpi,240
01545,Sonbhadra Banshi Suryapur,240
01546,Kurtha,240
01547,Chungthang,241
01548,Mangan,241
01549,Gyalshing,242
01550,Soreng,242
01551,Namchi,243
01552,Ravong,243
01553,Gangtok,244
01554,Pakyong,244
01555,Rongli,244
01556,Zemithang,245
01557,Lumla,245
01558,Dudunghar,245
01559,Tawang,245
01560,Kitpi,245
01561,Jang,245
01562,Lhou,245
01563,Mukto,245
01564,Bongkhar,245
01565,Thingbu,245
01566,Dirang,246
01567,Thembang,246
01568,Nafra,246
01569,Bomdila,246
01570,Kalaktang,246
01571,Shergaon,246
01572,Rupa,246
01573,Singchung,246
01574,Jamiri,246
01575,Thrizino,246
01576,Bhalukpong,246
01577,Kamengbari-Doimara,246
01578,Balemu,246
01579,Seijosa,247
01580,Dissing-Passo,247
01581,Pakke-Kessang,247
01582,Pizirang(Veo),247
01583,Richukrong,247
01584,Seppa,247
01585,Lada,247
01586,Bameng,247
01587,Pipu-Dipu,247
01588,Gyawe Purang,247
01589,Khenewa,247
01590,Chayangtajo,247
01591,Sawa,247
01592,Balijan,248
01593,Banderdawa,248
01594,Sangdupota (Besar Nello),248
01595,Taraso,248
01596,Itanagar,248
01597,Naharlagun,248
01598,Doimukh,248
01599,Gumto,248
01600,Toru,248
01601,Sagalee,248
01602,Parang,248
01603,Leporiang,248
01604,Mengio,248
01605,Kimin,248
01606,Kakoi,248
01607,Taksing,249
01608,Limeking,249
01609,Nacho,249
01610,Siyum,249
01611,Taliha,249
01612,Payeng,249
01613,Giba,249
01614,Chetam (Peer Yapu),249
01615,Daporijo,249
01616,Puchi Geko,249
01617,Dumporijo,249
01618,Gussar,249
01619,Gite-Ripa,249
01620,Baririjo,249
01621,Maro,249
01622,Mechuka,250
01623,Monigong,250
01624,Pidi,250
01625,Payum,250
01626,Tato,250
01627,Kaying,250
01628,Darak,250
01629,Kamba,250
01630,Rumgong,250
01631,Jomlo Mobuk,250
01632,Liromoba,250
01633,Yomcha,250
01634,Aalo,250
01635,Tirbin,250
01636,Basar,250
01637,Daring,250
01638,Gensi,250
01639,Sibe,250
01640,Likabali,250
01641,Kangku,250
01642,Bagra,250
01643,Boleng,251
01644,Riga,251
01645,Pangin,251
01646,Kebang,251
01647,Rebo-Perging,251
01648,Koyu,251
01649,Kora,251
01650,Nari,251
01651,New Seren,251
01652,Bilat,251
01653,Ruksin,251
01654,Sille-Oyan,251
01655,Pasighat,251
01656,Mebo,251
01657,Namsing,251
01658,Tuting,252
01659,Migging,252
01660,Palling,252
01661,Gelling,252
01662,Singa,252
01663,Yingkiong,252
01664,Jengging,252
01665,Geku,252
01666,Mariyang,252
01667,Mopom ( Adipasi ),252
01668,Katan,252
01669,Khimiyong,253
01670,Yatdam,253
01671,Changlang,253
01672,Namtok,253
01673,Manmao,253
01674,Renuk,253
01675,Lyngok-Longtoi,253
01676,Nampong,253
01677,Tikhak Rima Putok,253
01678,Jairampur,253
01679,Vijoynagar,253
01680,Miao,253
01681,Kharsang,253
01682,Diyun,253
01683,Bordumsa,253
01684,Namsang,254
01685,Soha,254
01686,Khonsa,254
01687,Dadam,254
01688,Kanubari,254
01689,Lawnu,254
01690,Longding,254
01691,Pumao,254
01692,Pangchao,254
01693,Wakka,254
01694,Laju,254
01695,Ziro (Sadar),255
01696,Old Ziro,255
01697,Yachuli,255
01698,Yazali,255
01699,Pistana,255
01700,Kamporijo,255
01701,Dollungmukh,255
01702,Raga,255
01703,Palin,256
01704,Yangte,256
01705,Sangram,256
01706,Nyapin,256
01707,Phassang,256
01708,Koloriang,256
01709,Chambang,256
01710,Gangte,256
01711,Tarak-Lengdi,256
01712,Sarli,256
01713,Parsi-Parlo,256
01714,Damin,256
01715,Longding Koling (Pipsorang),256
01716,Tali,256
01717,Mipi,257
01718,Anini,257
01719,Etalin,257
01720,Anelih,257
01721,Kronli (Arzoo Circle),257
01722,Hunli,258
01723,Desali,258
01724,Roing,258
01725,Dambuk,258
01726,Tinali ( Paglam ),258
01727,Koronu,258
01728,Sunpura,259
01729,Tezu,259
01730,Wakro,259
01731,Chongkham,259
01732,Namsai,259
01733,Lathao,259
01734,Piyong,259
01735,Lekang (Mahadevpur),259
01736,Hayuliang,260
01737,Manchal,260
01738,Goiliang,260
01739,Chaglagam,260
01740,Metengliang,260
01741,Kibithoo,260
01742,Walong,260
01743,Hawai,260
01744,Naginimora,261
01745,Tizit,261
01746,Hunta,261
01747,Shangnyu,261
01748,Mon Sadar,261
01749,Wakching,261
01750,Aboi,261
01751,Longshen,261
01752,Phomching,261
01753,Chen,261
01754,Angjangyang,261
01755,Mopong,261
01756,Tobu,261
01757,Monyakshu,261
01758,Longchem,262
01759,Alongkima,262
01760,Tuli,262
01761,Changtongya,262
01762,Chuchuyimlang,262
01763,Kubolong,262
01764,Mangkolemba,262
01765,Merangmen,262
01766,Ongpangkong,262
01767,V.K.,263
01768,Akuluto,263
01769,Suruhuto,263
01770,Asuto,263
01771,Aghunato,263
01772,Zunheboto Sadar,263
01773,Atoizu,263
01774,Akuhaito,263
01775,Pughoboto,263
01776,Ghathashi,263
01777,Satakha,263
01778,Saptiqa,263
01779,Satoi,263
01780,Changpang,264
01781,Aitepyong,264
01782,Bhandari,264
01783,Baghty,264
01784,Sungro,264
01785,Sanis,264
01786,Lotsu,264
01787,Ralan,264
01788,Wozhuro,264
01789,Wokha Sadar,264
01790,Englan,264
01791,Chukitong,264
01792,Niuland,265
01793,Aquqhnaqua,265
01794,Kuhoboto,265
01795,Nihokhu,265
01796,Dimapur Sadar,265
01797,Chumukedima,265
01798,Dhansiripar,265
01799,Medziphema,265
01800,Sekruzu,266
01801,Phek Sadar,266
01802,Khuza,266
01803,Meluri,266
01804,Phor,266
01805,Phokhungri,266
01806,Chozuba,266
01807,Chetheba,266
01808,Sakraba,266
01809,Pfutsero,266
01810,Zuketsa,266
01811,Khezhakeno,266
01812,Chizami,266
01813,Razieba,266
01814,Noksen,267
01815,Chare,267
01816,Longkhim,267
01817,Tuensang Sadar,267
01818,Ngoungchung,267
01819,Sangsangnyu,267
01820,Sotokur,267
01821,Noklak,267
01822,Chingmei,267
01823,Nokhu,267
01824,Panso,267
01825,Shamator,267
01826,Tsurungto,267
01827,Chessore,267
01828,Mangko,267
01829,Thonoknyu,267
01830,Tamlu,268
01831,Namsang,268
01832,Yongnyah,268
01833,Longleng,268
01834,Sakshi,268
01835,Seyochung,269
01836,Amahator,269
01837,Kiphire Sadar,269
01838,Kiusam,269
01839,Sitimi,269
01840,Longmatra,269
01841,Pungro,269
01842,Khongsa,269
01843,Tseminyu,270
01844,Tsogin,270
01845,Chiephobozou,270
01846,Botsa,270
01847,Kezocha,270
01848,Jakhama,270
01849,Kohima Sadar,270
01850,Sechu-Zubza,270
01851,Pedi (Ngwalwa),271
01852,Jalukie,271
01853,Athibung,271
01854,Kebai Khelma,271
01855,Nsong,271
01856,Tening,271
01857,Peren,271
01896,Zawlnuam,281
01897,West Phaileng,281
01898,Reiek,281
01899,'N' Thingdawl,282
01900,Bilkhawthlir,282
01901,Tlangnuam (Part),282
01902,Darlawn,283
01903,Phullen,283
01904,Aibawk,283
01901,Tlangnuam (Part),283
01905,Thingsulthliah (Part),283
01906,Ngopa,284
01907,Khawzawl,284
01908,Champhai,284
01909,Khawbung,284
01911,East Lungdar (Part),284
01905,Thingsulthliah (Part),285
01910,Serchhip,285
01911,East Lungdar (Part),285
01912,West Bunghmun,286
01913,Lungsen,286
01914,Lunglei,286
01915,Hnahthial,286
01916,Chawngte,287
01917,Lawngtlai,287
01918,S' Bungtlang,287
01919,Sangau,287
01920,Tuipang,288
01921,Saiha,288
01922,Mohanpur,289
01923,Hezamara,289
01924,Padmabil,289
01925,Khowai,289
01926,Tulashikhar,289
01927,Kalyanpur,289
01928,Teliamura,289
01929,Mungiakumi,289
01930,Mandai,289
01931,Jirania,289
01932,Dukli,289
01933,Jampuijala,289
01934,Bishalgarh,289
01935,Boxanagar,289
01936,Melaghar,289
01937,Kathalia,289
01938,Killa,290
01939,Amarpur,290
01940,Ompi,290
01941,Matarbari,290
01942,Kakraban,290
01943,Rajnagar,290
01944,Hrishyamukh,290
01945,Bokafa,290
01946,Karbuk,290
01947,Rupaichhari,290
01948,Satchand,290
01949,Salema,291
01950,Manu,291
01951,Ambassa,291
01952,Chhamanu,291
01953,Dumburnagar,291
01954,Gournagar,292
01955,Kadamtala,292
01956,Panisagar,292
01957,Damchhara,292
01958,Pencharthal,292
01959,Kumarghat,292
01960,Dasda,292
01961,Jampuii Hills,292
01962,Selsella,293
01963,Dadenggiri,293
01964,Tikrikilla,293
01965,Rongram,293
01966,Betasing,293
01967,Zikzak,293
01968,Gambegre,293
01969,Dalu,293
01970,Resubelpara,294
01971,Dambo Rongjeng,294
01972,Kharkutta,294
01973,Songsak,294
01974,Samanda,294
01975,Chokpot,295
01976,Gasuapara,295
01977,Baghmara,295
01978,Rongara,295
01979,Mawshynrut,296
01980,Nongstoin,296
01981,Mawthadraishan,296
01982,Mairang,296
01983,Ranikor,296
01984,Mawkyrwat,296
01985,Umling,297
01986,Jirang,297
01987,Umsning,297
01988,Mawphlang,298
01989,Mylliem,298
01990,Mawryngkneng,298
01991,Mawkynrew,298
01992,Khatarshnong Laitkroh,298
01993,Mawsynram,298
01994,Shella Bholaganj,298
01995,Pynursla,298
01996,Thadlaskein,299
01997,Laskein,299
01998,Amlarem,299
01999,Khliehriat,299
02000,Saipung,299
02001,Gossaigaon (Pt),300
02002,Bhowraguri,300
02003,Dotoma,300
02004,Kokrajhar (Pt),300
02007,Golokganj (Pt),300
02008,Dhubri (Pt),300
02005,Bagribari (Pt),300
02009,Bilasipara (Pt),300
02010,Chapar (Pt),300
02001,Gossaigaon (Pt),301
02006,Agamoni,301
02007,Golokganj (Pt),301
02008,Dhubri (Pt),301
02005,Bagribari (Pt),301
02009,Bilasipara (Pt),301
02010,Chapar (Pt),301
02011,South Salmara,301
02012,Mankachar,301
02013,Lakhipur,302
02014,Balijana,302
02015,Matia,302
02016,Dudhnai,302
02017,Rangjuli,302
02018,Barnagar (Pt),303
02019,Kalgachia,303
02020,Baghbor,303
02021,Chenga,303
02022,Barpeta,303
02023,Sarthebari,303
02024,Bajali (Pt),303
02025,Sarupeta (Pt),303
02140,Jalah (Pt),303
02026,Mayong,304
02027,Bhuragaon,304
02028,Laharighat,304
02029,Marigaon,304
02030,Mikirbheta,304
02031,Kaliabor,305
02032,Samaguri,305
02033,Rupahi,305
02034,Dhing,305
02035,Nagaon,305
02036,Raha,305
02037,Kampur,305
02038,Hojai,305
02039,Doboka,305
02040,Lanka,305
02041,Dhekiajuli (Pt),306
02042,Chariduar,306
02043,Tezpur,306
02044,Na-Duar,306
02045,Biswanath,306
02046,Helem,306
02047,Gohpur,306
02048,Narayanpur,307
02049,Bihpuria,307
02050,Naobaicha,307
02051,Kadam,307
02052,North Lakhimpur,307
02053,Dhakuakhana (Pt),307
02054,Subansiri (Pt),307
02055,Dhemaji,308
02056,Sissibargaon,308
02057,Jonai,308
02053,Dhakuakhana (Pt),308
02054,Subansiri (Pt),308
02058,Gogamukh,308
02059,Sadiya,309
02060,Doom Dooma,309
02061,Tinsukia,309
02062,Margherita,309
02063,Dibrugarh West,310
02064,Dibrugarh East,310
02065,Chabua,310
02066,Tengakhat,310
02067,Moran,310
02068,Tingkhong,310
02069,Naharkatiya,310
02070,Dimow,311
02071,Sivasagar,311
02072,Amguri,311
02073,Nazira,311
02074,Sonari,311
02075,Mahmora,311
02076,Majuli,312
02077,Jorhat West,312
02078,Jorhat East,312
02079,Teok,312
02080,Titabor,312
02081,Mariani,312
02082,Bokakhat,313
02083,Khumtai,313
02084,Dergaon,313
02085,Golaghat,313
02086,Morangi,313
02087,Sarupathar,313
02088,Donka,314
02089,Diphu,314
02090,Phuloni,314
02091,Silonijan,314
02092,Umrangso,315
02093,Haflong,315
02094,Mahur,315
02095,Maibong,315
02096,Katigora,316
02097,Silchar,316
02098,Udarbond,316
02099,Sonai,316
02100,Lakhipur,316
02101,Karimganj,317
02102,Badarpur,317
02103,Nilambazar,317
02104,Patharkandi,317
02105,Ramkrishna Nagar,317
02106,Algapur,318
02107,Hailakandi,318
02108,Lala,318
02109,Katlichara,318
02110,Bongaigaon (Pt),319
02111,Boitamari,319
02112,Srijangram,319
02115,Bijni (Pt),319
02114,Sidli (Pt),319
02004,Kokrajhar (Pt),320
02113,Bengtol,320
02114,Sidli (Pt),320
02110,Bongaigaon (Pt),320
,,320
02115,Bijni (Pt),320
02018,Barnagar (Pt),320
02141,Goreswar (Pt),321
02116,Rangia (Pt),321
02117,Koya,321
02118,Kamalpur,321
02119,Hajo,321
02120,Chhaygaon,321
02121,Goroimari,321
02122,Chamaria,321
02123,Nagarbera,321
02124,Boko,321
02125,Palasbari,321
02126,North Guwahati (Pt),321
02127,Azara,322
02126,North Guwahati (Pt),322
02129,Dispur,322
02130,Sonapur,322
02131,Chandrapur,322
02142,Barama (Pt),323
02132,Tihu (Pt),323
02133,Pachim Nalbari,323
02134,Barkhetri,323
02135,Barbhag,323
02136,Nalbari,323
02137,Banekuchi,323
02138,Ghograpar (Pt),323
02139,Baganpara (Pt),323
02018,Barnagar (Pt),324
02024,Bajali (Pt),324
02025,Sarupeta (Pt),324
02140,Jalah (Pt),324
02141,Goreswar (Pt),324
02116,Rangia (Pt),324
02142,Barama (Pt),324
02132,Tihu (Pt),324
02138,Ghograpar (Pt),324
02143,Baska,324
02139,Baganpara (Pt),324
02144,Tamulpur,324
02146,Pathorighat (Pt),324
02145,Khoirabari (Pt),325
02146,Pathorighat (Pt),325
02147,Sipajhar,325
02148,Mangaldoi (Pt),325
02150,Kalaigaon (Pt),325
02149,Dalgaon (Pt),325
02145,Khoirabari (Pt),326
02146,Pathorighat (Pt),326
02148,Mangaldoi (Pt),326
02150,Kalaigaon (Pt),326
02149,Dalgaon (Pt),326
02151,Harisinga,326
02152,Udalguri,326
02153,Mazbat,326
02041,Dhekiajuli (Pt),326
02154,Darjeeling Pulbazar,327
02155,Rangli Rangliot,327
02156,Kalimpong -I,327
02157,Kalimpong - Ii,327
02158,Gorubathan,327
02159,Jorebunglow Sukiapokhri,327
02160,Mirik,327
02161,Kurseong,327
02162,Matigara,327
02163,Naxalbari,327
02164,Phansidewa,327
02165,Kharibari,327
02166,Rajganj,328
02167,Mal,328
02168,Matiali,328
02169,Nagrakata,328
02170,Madarihat,328
02171,Kalchini,328
02172,Kumargram,328
02173,Alipurduar - I,328
02174,Alipurduar - Ii,328
02175,Falakata,328
02176,Dhupguri,328
02177,Maynaguri,328
02178,Jalpaiguri,328
02179,Haldibari,329
02180,Mekliganj,329
02181,Mathabhanga - I,329
02182,Mathabhanga - Ii,329
02183,Cooch Behar - I,329
02184,Cooch Behar - Ii,329
02185,Tufanganj - I,329
02186,Tufanganj - Ii,329
02187,Dinhata - I,329
02188,Dinhata - Ii,329
02189,Sitai,329
02190,Sitalkuchi,329
02191,Chopra,330
02192,Islampur,330
02193,Goalpokhar - I,330
02194,Goalpokhar - Ii,330
02195,Karandighi,330
02196,Raiganj,330
02197,Hemtabad,330
02198,Kaliaganj,330
02199,Itahar,330
02200,Kushmundi,331
02201,Gangarampur,331
02202,Kumarganj,331
02203,Hilli,331
02204,Balurghat,331
99999,Area Not Under Any Sub-District,331
02205,Tapan,331
02206,Bansihari,331
02207,Harirampur,331
02208,Harischandrapur - I,332
02209,Harischandrapur - Ii,332
02210,Chanchal - I,332
02211,Chanchal - Ii,332
02212,Ratua - I,332
02213,Ratua - Ii,332
02214,Gazole,332
02215,Bamangola,332
02216,Habibpur,332
02217,Maldah (Old),332
02218,English Bazar,332
02219,Manikchak,332
02220,Kaliachak - I,332
02221,Kaliachak - Ii,332
02222,Kaliachak - Iii,332
02223,Farakka,333
02224,Samserganj,333
02225,Suti - I,333
02226,Suti - Ii,333
02227,Raghunathganj - I,333
02228,Raghunathganj - Ii,333
02229,Lalgola,333
02230,Sagardighi,333
02231,Bhagawangola - I,333
02232,Bhagawangola - Ii,333
02233,Raninagar - Ii,333
02234,Jalangi,333
02235,Domkal,333
02236,Raninagar - I,333
02237,Murshidabad Jiaganj,333
02238,Nabagram,333
02239,Khargram,333
02240,Kandi,333
02241,Berhampore,333
02242,Hariharpara,333
02243,Nawda,333
02244,Beldanga - I,333
02245,Beldanga - Ii,333
02246,Bharatpur - Ii,333
02247,Bharatpur - I,333
02248,Burwan,333
02249,Murarai - I,334
02250,Murarai - Ii,334
02251,Nalhati - I,334
02252,Nalhati - Ii,334
02253,Rampurhat - I,334
02254,Rampurhat - Ii,334
02255,Mayureswar - I,334
02256,Mayureswar - Ii,334
02257,Mohammad Bazar,334
02258,Rajnagar,334
02259,Suri - I,334
02260,Suri - Ii,334
02261,Sainthia,334
02262,Labpur,334
02263,Nanoor,334
02264,Bolpur Sriniketan,334
02265,Illambazar,334
02266,Dubrajpur,334
02267,Khoyrasol,334
02268,Salanpur,335
02269,Barabani,335
99999,Area Not Under Any Sub-District,335
02270,Jamuria,335
02271,Raniganj,335
02272,Ondal,335
02273,Pandabeswar,335
02274,Faridpur Durgapur,335
02275,Kanksa,335
02276,Ausgram - Ii,335
02277,Ausgram - I,335
02278,Mangolkote,335
02279,Ketugram - I,335
02280,Ketugram - Ii,335
02281,Katwa - I,335
02282,Katwa - Ii,335
02283,Purbasthali - I,335
02284,Purbasthali - Ii,335
02285,Manteswar,335
02286,Bhatar,335
02287,Galsi - I,335
02288,Galsi - Ii,335
02289,Burdwan - I,335
02290,Burdwan - Ii,335
02291,Memari - I,335
02292,Memari - Ii,335
02293,Kalna - I,335
02294,Kalna - Ii,335
02295,Jamalpur,335
02296,Raina - I,335
02297,Khandaghosh,335
02298,Raina - Ii,335
02299,Karimpur - I,336
02300,Karimpur - Ii,336
02301,Tehatta - I,336
02302,Tehatta - Ii,336
02303,Kaliganj,336
02304,Nakashipara,336
02305,Chapra,336
02306,Krishnagar - Ii,336
02307,Nabadwip,336
02308,Krishnagar - I,336
02309,Krishnaganj,336
02310,Hanskhali,336
02311,Santipur,336
02312,Ranaghat - I,336
99999,Area Not Under Any Sub-District,336
02313,Ranaghat - Ii,336
02314,Chakdah,336
02315,Haringhata,336
02316,Bagda,337
02317,Bongaon,337
02318,Gaighata,337
02319,Swarupnagar,337
02320,Habra - I,337
02321,Habra - Ii,337
02322,Amdanga,337
02323,Barrackpur - I,337
99999,Area Not Under Any Sub-District,337
02324,Barrackpur - Ii,337
02325,Barasat - I,337
02326,Barasat - Ii,337
02327,Deganga,337
02328,Baduria,337
02329,Basirhat - I,337
02330,Basirhat - Ii,337
02331,Haroa,337
02332,Rajarhat,337
02333,Minakhan,337
02334,Sandeshkhali - I,337
02335,Sandeshkhali - Ii,337
02336,Hasnabad,337
02337,Hingalganj,337
02338,Goghat - I,338
02339,Goghat - Ii,338
02340,Arambag,338
02341,Pursura,338
02342,Tarakeswar,338
02343,Dhaniakhali,338
02344,Pandua,338
02345,Balagarh,338
02346,Chinsurah - Magra,338
99999,Area Not Under Any Sub-District,338
02347,Polba - Dadpur,338
02348,Haripal,338
02349,Singur,338
02350,Serampur Uttarpara,338
02351,Chanditala - I,338
02352,Chanditala - Ii,338
02353,Jangipara,338
02354,Khanakul - I,338
02355,Khanakul - Ii,338
02356,Saltora,339
02357,Mejhia,339
02358,Gangajalghati,339
02359,Chhatna,339
02360,Indpur,339
02361,Bankura - I,339
02362,Bankura - Ii,339
02363,Barjora,339
02364,Sonamukhi,339
02365,Patrasayer,339
02366,Indus,339
02367,Kotulpur,339
02368,Jaypur,339
02369,Vishnupur,339
02370,Onda,339
02371,Taldangra,339
02372,Simlapal,339
02373,Khatra,339
02374,Hirbandh,339
02375,Ranibundh,339
02376,Raipur,339
02377,Sarenga,339
02378,Jaipur,340
02379,Purulia - Ii,340
02380,Para,340
02381,Raghunathpur - Ii,340
02382,Raghunathpur - I,340
02383,Neturia,340
02384,Santuri,340
02385,Kashipur,340
02386,Hura,340
02387,Purulia - I,340
02388,Puncha,340
02389,Arsha,340
02390,Jhalda - I,340
02391,Jhalda - Ii,340
02392,Bagmundi,340
02393,Balarampur,340
02394,Barabazar,340
02395,Manbazar - I,340
02396,Manbazar - Ii,340
02397,Bundwan,340
02398,Udaynarayanpur,341
02399,Amta - Ii,341
02400,Amta - I,341
02401,Jagatballavpur,341
02402,Domjur,341
02403,Bally Jagachha,341
02404,Sankrail,341
99999,Area Not Under Any Sub-District,341
02405,Panchla,341
02406,Uluberia - Ii,341
02407,Uluberia - I,341
02408,Bagnan - I,341
02409,Bagnan - Ii,341
02410,Shyampur - I,341
02411,Shyampur - Ii,341
02412,Thakurpukur Mahestola,343
02413,Budge Budge - I,343
02414,Budge Budge - Ii,343
02415,Bishnupur - I,343
02416,Bishnupur - Ii,343
02417,Sonarpur,343
02418,Bhangar - I,343
02419,Bhangar - Ii,343
02420,Canning - I,343
02421,Canning - Ii,343
02422,Baruipur,343
02423,Magrahat - Ii,343
02424,Magrahat - I,343
02425,Falta,343
02426,Diamond Harbour - I,343
02427,Diamond Harbour - Ii,343
02428,Kulpi,343
02429,Mandirbazar,343
02430,Mathurapur - I,343
02431,Jaynagar - I,343
02432,Jaynagar - Ii,343
02433,Kultali,343
02434,Basanti,343
02435,Gosaba,343
02436,Mathurapur - Ii,343
02437,Kakdwip,343
02438,Sagar,343
02439,Namkhana,343
02440,Patharpratima,343
02441,Binpur - Ii,344
02442,Binpur - I,344
02443,Garbeta - Ii,344
02444,Garbeta - I,344
02445,Garbeta - Iii,344
02446,Chandrakona - I,344
02447,Chandrakona - Ii,344
02448,Ghatal,344
02449,Daspur - I,344
02450,Daspur - Ii,344
02451,Keshpur,344
02452,Salbani,344
02453,Midnapore,344
02454,Jhargram,344
02455,Jamboni,344
02456,Gopiballavpur - Ii,344
02457,Gopiballavpur - I,344
02458,Nayagram,344
02459,Sankrail,344
02460,Kharagpur - I,344
02461,Kharagpur - Ii,344
02462,Debra,344
02463,Pingla,344
02464,Sabang,344
02465,Narayangarh,344
02466,Keshiary,344
02467,Dantan - I,344
02468,Dantan - Ii,344
02469,Mohanpur,344
02470,Panskura,345
02471,Kolaghat,345
02472,Tamluk,345
02473,Sahid Matangini,345
02474,Nanda Kumar,345
02475,Mahisadal,345
02476,Moyna,345
02477,Potashpur - I,345
02478,Potashpur - Ii,345
02479,Bhagawanpur - Ii,345
02480,Bhagawanpur - I,345
02481,Chandipur,345
02482,Sutahata,345
02483,Haldia,345
02484,Nandigram - I,345
02485,Nandigram - Ii,345
02486,Khejuri - I,345
02487,Khejuri - Ii,345
02488,Contai - I,345
02489,Deshopran,345
02490,Contai - Iii,345
02491,Egra - I,345
02492,Egra - Ii,345
02493,Ramnagar - I,345
02494,Ramnagar - Ii,345
02495,Kharaundhi,346
02496,Bhawnathpur,346
02497,Ketar,346
02498,Kandi,346
02499,Majhiaon,346
02500,Bardiha,346
02501,Ramna,346
02502,Bishunpura,346
02503,Nagaruntari,346
02504,Dhurki,346
02505,Sagma,346
02506,Dandai,346
02507,Chinia,346
02508,Meral (Pipra Kalan),346
02509,Garhwa,346
02510,Danda,346
02511,Ranka,346
02512,Ramkanda,346
02513,Bhandaria,346
02514,Shaligram Ram Narayanpur(Hunterganj),347
02515,Pratappur,347
02516,Kunda,347
02517,Lawalaung,347
02518,Chatra,347
02519,Kanha Chatti,347
02520,Itkhori,347
02521,Mayur Hand,347
02522,Gidhaur,347
02523,Pathalgora,347
02524,Simaria,347
02525,Tandwa,347
02526,Satgawan,348
02527,Kodarma,348
02528,Domchanch,348
02529,Jainagar,348
02530,Chandwara,348
02531,Markacho,348
02532,Gawan,349
02533,Tisri,349
02534,Deori,349
02535,Dhanwar,349
02536,Jamua,349
02537,Bengabad,349
02538,Gande,349
02539,Giridih,349
02540,Birni,349
02541,Bagodar,349
02542,Sariya,349
02543,Dumri,349
02544,Pirtanr,349
02545,Deoghar,350
02546,Mohanpur,350
02547,Sarwan,350
02548,Sona Rai Tharhi,350
02549,Devipur,350
02550,Madhupur,350
02551,Margo Munda,350
02552,Karon,350
02553,Sarath,350
02554,Palojori,350
02555,Meherma,351
02556,Thakurgangti,351
02557,Boarijor,351
02558,Mahagama,351
02559,Pathargama,351
02560,Bashant Rai,351
02561,Godda,351
02562,Poreyahat,351
02563,Sundarpahari,351
02564,Sahibganj,352
02565,Mandro,352
02566,Borio,352
02567,Barhait,352
02568,Taljhari,352
02569,Rajmahal,352
02570,Udhwa,352
02571,Pathna,352
02572,Barharwa,352
02573,Litipara,353
02574,Amrapara,353
02575,Hiranpur,353
02576,Pakaur,353
02577,Maheshpur,353
02578,Pakuria,353
02579,Tundi,354
02580,Purbi Tundi,354
02581,Topchanchi,354
02582,Baghmara-Cum-Katras,354
02583,Gobindpur,354
02584,Dhanbad-Cum-Kenduadih-Cum-Jagata,354
02586,Baliapur,354
02587,Nirsa-Cum-Chirkunda,354
02588,Nawadih,355
02589,Chandrapura,355
02590,Bermo,355
